educ,wrkstat,income,alcmon,verep,analwt_c2,bngdrkmon,coutyp4,catag3,vestr,mrjmon,mrjflag,irsex2,YearNew
3,1,4,0,1,5778,0,2,2,40001,1,1,1,0
1,4,1,0,1,4311,0,2,2,40001,0,0,0,0
2,1,3,0,1,20793,0,1,5,40001,0,0,1,0
1,1,2,0,1,1974,0,2,4,40001,0,0,1,0
4,2,4,0,1,12842,0,1,5,40001,0,1,1,0
1,2,1,1,1,731,1,2,4,40001,0,1,1,0
4,4,2,1,1,10849,0,2,5,40001,0,1,0,0
2,4,1,1,1,1660,0,2,5,40001,1,1,0,0
4,1,4,1,1,5882,0,2,5,40001,0,1,1,0
2,4,2,0,1,2439,0,2,3,40001,0,1,1,0
1,1,2,0,1,2715,0,2,2,40001,0,0,0,0
1,1,3,1,1,5236,0,1,3,40001,1,1,0,0
2,2,2,0,1,10962,0,2,5,40001,0,0,1,0
1,4,1,0,1,3542,0,1,2,40001,0,0,0,0
4,2,2,0,1,9736,0,1,3,40001,0,1,1,0
1,1,3,0,1,3841,0,2,4,40001,0,1,0,0
3,2,2,1,1,3440,0,1,2,40001,0,1,1,0
2,2,2,0,1,7008,0,1,2,40001,0,0,0,0
2,1,2,0,1,1635,0,3,4,40001,0,1,1,0
1,1,2,1,1,2696,1,2,3,40001,1,1,1,0
3,1,2,1,1,5058,1,1,2,40001,1,1,0,0
3,2,2,0,1,974,0,2,2,40001,0,0,1,0
2,4,4,1,1,7089,0,2,4,40001,0,1,1,0
4,1,4,1,1,12423,0,1,3,40001,0,0,0,0
2,1,4,1,1,1072,0,2,4,40001,0,1,0,0
3,1,2,1,1,3456,1,1,2,40001,1,1,1,0
4,1,2,1,1,7242,0,1,4,40001,0,1,1,0
1,1,2,1,1,2732,1,1,2,40001,1,1,0,0
1,4,3,0,1,8243,0,2,3,40001,0,1,1,0
3,4,1,0,1,754,0,1,5,40001,0,0,1,0
4,1,4,0,1,9012,0,1,4,40001,0,1,0,0
2,1,4,1,1,3593,1,1,2,40001,0,1,0,0
4,1,4,1,1,22144,0,2,5,40001,1,1,1,0
4,1,3,0,1,16873,0,1,3,40001,0,0,1,0
3,1,2,1,1,2223,1,2,4,40001,1,1,1,0
2,4,2,0,1,335,0,3,2,40001,0,0,0,0
2,1,3,0,1,9055,0,1,4,40001,0,0,1,0
1,4,4,0,1,4040,0,2,5,40001,0,0,1,0
2,1,2,1,1,3791,1,2,3,40001,0,0,0,0
1,2,1,0,1,9428,0,1,4,40001,0,0,1,0
4,1,2,0,1,1117,0,3,3,40001,0,1,1,0
3,1,3,0,1,18550,0,2,5,40001,0,1,1,0
4,1,3,0,1,7432,0,1,3,40001,0,0,0,0
4,1,4,0,1,7866,0,1,4,40001,0,0,1,0
4,1,4,1,1,8530,0,2,5,40001,0,0,0,0
2,1,2,0,1,9070,0,1,4,40001,1,1,0,0
3,1,4,0,1,3147,0,2,2,40001,1,1,0,0
2,1,2,1,1,632,0,2,2,40001,0,0,0,0
2,3,2,1,1,1528,1,1,2,40001,1,1,1,0
3,1,2,0,1,322,0,3,2,40001,0,1,0,0
2,1,2,0,1,7806,0,3,3,40001,0,0,0,0
3,1,3,0,1,482,0,1,4,40001,1,1,0,0
4,1,2,1,1,3440,0,1,3,40001,0,1,1,0
1,1,4,0,1,3336,0,2,2,40001,0,1,0,0
3,2,2,0,1,3198,0,2,3,40001,0,1,1,0
4,4,4,1,1,13358,0,3,5,40001,0,0,1,0
4,1,4,1,1,8825,0,1,4,40001,0,0,1,0
3,1,4,1,1,1249,1,3,4,40001,0,0,1,0
4,1,2,1,1,6693,1,1,3,40001,0,1,1,0
4,1,4,1,1,1956,1,2,4,40001,0,0,0,0
2,1,3,1,1,3376,1,2,2,40001,1,1,0,0
1,4,1,1,1,3708,1,1,3,40001,0,0,1,0
3,1,2,1,1,8562,0,2,4,40001,0,1,1,0
1,1,1,1,1,2067,1,2,3,40001,0,0,1,0
3,1,1,1,1,2202,0,2,3,40001,0,0,1,0
2,1,2,0,1,16614,0,3,5,40001,0,1,0,0
2,1,4,1,1,284,0,3,2,40001,0,0,1,0
4,1,2,1,1,7576,0,3,3,40001,0,1,0,0
2,4,2,0,1,26305,0,1,5,40001,0,0,1,0
4,1,4,1,1,1588,1,2,4,40001,1,1,1,0
4,1,4,1,1,1662,0,2,4,40001,0,1,1,0
3,1,2,0,1,2278,0,1,2,40001,1,1,0,0
4,1,4,0,1,19604,0,1,5,40001,0,1,1,0
2,1,3,0,1,2705,0,1,2,40001,0,0,1,0
4,1,3,0,1,543,0,2,2,40001,0,1,1,0
1,1,3,1,1,452,1,2,2,40001,1,1,0,0
4,4,4,1,1,41676,0,1,5,40001,0,1,0,0
4,4,4,0,1,14851,0,1,3,40001,0,1,1,0
1,4,2,0,1,13710,0,1,5,40001,0,0,0,0
1,1,2,1,1,4847,1,2,3,40001,0,1,0,0
2,1,2,1,1,743,1,2,2,40001,1,1,0,0
2,1,4,0,1,9086,0,1,4,40001,0,0,0,0
3,2,4,1,1,1541,0,2,2,40001,0,0,1,0
1,4,2,1,1,17068,1,1,5,40001,0,0,0,0
3,2,2,0,1,10499,0,1,4,40001,0,0,1,0
3,1,1,1,1,9709,0,1,4,40001,1,1,0,0
3,4,2,0,1,15860,0,1,5,40001,0,1,1,0
4,1,4,1,1,5196,1,1,3,40001,1,1,1,0
3,1,2,1,1,2926,1,3,3,40001,1,1,1,0
4,1,4,1,1,2060,0,2,4,40001,0,0,0,0
3,4,3,0,1,5558,0,2,5,40001,0,0,1,0
4,1,4,0,1,8264,0,1,4,40001,0,0,0,0
2,2,2,1,1,582,1,3,2,40001,0,1,1,0
2,1,2,0,1,7777,0,2,2,40001,0,0,0,0
4,4,1,1,1,2127,1,1,2,40001,0,0,0,0
4,1,4,0,1,7875,0,1,4,40001,0,0,0,0
1,1,2,1,1,1226,1,3,4,40001,0,0,0,0
2,1,2,1,1,2841,1,1,5,40001,0,1,0,0
3,1,2,1,1,2340,0,2,4,40001,0,0,1,0
3,2,2,0,1,2987,0,2,3,40001,1,1,1,0
3,1,2,1,1,4358,1,1,4,40001,1,1,0,0
2,4,1,0,1,13506,0,1,4,40001,0,0,1,0
4,1,4,1,1,9755,0,1,4,40001,0,1,0,0
3,4,4,1,1,11322,0,2,4,40001,0,0,1,0
1,4,2,0,1,8526,0,2,5,40001,0,0,0,0
1,4,2,1,1,2584,1,2,4,40001,0,1,0,0
1,4,2,0,1,8788,0,1,4,40001,0,0,1,0
3,1,4,0,1,9825,0,1,4,40001,0,0,1,0
3,1,4,0,1,2060,0,2,4,40001,0,1,0,0
2,4,4,1,1,1997,0,1,2,40001,0,0,0,0
2,3,4,0,1,5575,0,2,2,40001,0,0,0,0
3,1,2,1,1,2543,1,2,2,40001,0,0,1,0
3,1,2,1,1,5599,0,1,3,40001,0,1,0,0
2,1,3,0,1,17156,0,1,5,40001,0,1,0,0
2,1,4,1,1,3915,1,1,4,40001,1,1,0,0
2,1,3,0,1,538,0,3,4,40001,1,1,0,0
4,1,4,1,1,5189,0,1,3,40001,1,1,1,0
2,2,3,0,1,2743,0,1,2,40001,0,0,1,0
4,1,4,1,1,5502,0,1,3,40001,0,1,0,0
4,1,4,0,1,1092,0,3,4,40001,0,0,1,0
1,1,1,1,1,4439,1,1,2,40001,1,1,0,0
1,4,1,0,1,2950,0,2,4,40001,0,0,1,0
3,4,1,0,1,1478,0,1,2,40001,0,0,1,0
4,1,4,1,1,11333,0,1,4,40001,0,1,1,0
1,3,3,0,1,18879,0,1,5,40001,0,0,1,0
2,3,1,0,1,3153,0,2,2,40001,0,0,1,0
2,1,4,1,1,10944,1,1,4,40001,1,1,0,0
2,1,1,1,1,849,1,3,4,40001,1,1,0,0
3,3,1,1,1,2266,0,2,3,40001,0,1,1,0
3,1,2,1,1,9476,0,2,4,40001,0,1,1,0
1,1,1,0,1,1256,0,2,4,40001,0,0,1,0
3,4,4,0,1,1676,0,3,5,40001,0,1,0,0
2,1,3,1,1,2170,0,2,4,40001,0,0,0,0
1,3,1,0,1,1312,0,1,4,40001,0,0,0,0
4,4,3,1,1,5821,1,1,2,40001,0,1,0,0
3,1,3,1,1,2877,1,2,4,40001,0,1,1,0
2,1,2,0,1,25261,0,1,5,40001,1,1,0,0
4,1,3,1,1,8728,0,1,4,40001,1,1,1,0
4,1,4,1,1,8398,0,1,3,40001,1,1,0,0
1,4,1,0,1,2858,0,3,3,40001,0,0,1,0
2,4,2,0,1,3606,0,1,2,40001,0,0,1,0
4,1,3,1,1,2127,0,1,2,40001,0,0,1,0
2,4,1,0,1,2427,0,2,4,40001,0,1,0,0
3,1,1,1,1,3725,0,2,2,40001,0,0,1,0
3,1,1,1,1,2556,0,1,2,40001,0,1,1,0
2,2,3,1,1,2366,0,3,2,40001,0,1,1,0
4,1,4,1,1,9450,0,1,4,40001,0,1,0,0
3,1,3,1,1,730,1,2,3,40001,0,1,1,0
3,1,3,1,1,8800,1,2,3,40001,0,1,1,0
4,1,4,1,1,81004,0,2,5,40001,0,1,0,0
4,4,2,0,1,4408,0,2,4,40001,0,0,1,0
2,3,3,1,1,1133,1,2,3,40001,0,0,0,0
2,2,1,0,1,3593,0,2,4,40001,0,0,1,0
2,1,2,0,1,6512,0,1,4,40001,0,1,0,0
4,4,4,1,1,11179,0,1,5,40001,0,1,1,0
3,4,1,0,1,28354,0,3,5,40001,0,0,1,0
3,2,1,0,1,408,0,2,2,40001,0,0,1,0
1,4,2,0,1,2147,0,3,4,40001,1,1,0,0
2,1,1,0,1,7387,0,3,5,40001,0,0,1,0
4,2,2,1,1,7199,0,1,3,40001,0,1,1,0
3,1,4,0,1,9163,0,1,3,40001,0,1,1,0
3,4,1,1,1,14404,0,2,5,40001,1,1,0,0
2,1,3,0,1,16793,0,2,5,40001,0,0,1,0
2,1,1,1,1,2544,0,2,3,40001,0,0,1,0
4,1,4,1,1,1976,0,2,4,40001,0,1,0,0
2,1,2,1,1,4248,1,1,4,40001,0,1,1,0
3,1,3,1,1,2774,1,3,4,40001,0,0,1,0
3,1,2,1,1,7382,0,2,3,40001,0,1,1,0
4,1,4,1,1,5970,1,1,3,40001,0,1,1,0
3,1,1,1,1,1309,1,2,2,40001,1,1,0,0
3,1,4,1,1,1997,1,2,4,40001,0,1,1,0
3,4,1,1,1,4599,0,2,3,40001,0,0,1,0
3,4,4,1,1,13534,0,3,5,40001,1,1,1,0
2,4,4,0,1,15065,0,1,5,40001,0,1,0,0
1,4,1,0,1,5826,0,3,5,40001,0,0,0,0
4,1,2,1,1,1118,1,2,2,40001,0,1,0,0
1,4,4,1,1,6310,0,2,5,40001,0,0,1,0
4,1,4,1,1,3320,1,1,2,40001,1,1,0,0
2,4,4,1,1,2040,0,3,2,40001,1,1,1,0
3,1,1,0,1,18407,0,3,5,40001,0,0,1,0
3,1,3,1,1,6290,0,2,4,40001,0,0,0,0
2,1,2,1,1,3206,1,2,3,40001,0,1,0,0
1,4,4,1,1,12198,1,2,5,40001,0,0,1,0
3,2,2,1,1,9701,1,1,4,40001,1,1,0,0
4,1,4,1,1,10004,1,1,4,40001,0,1,0,0
3,1,2,1,1,7100,1,1,3,40001,0,0,1,0
1,1,3,0,1,7730,0,1,4,40001,1,1,1,0
4,1,2,1,1,7315,1,1,3,40001,0,1,1,0
4,1,4,1,1,9829,0,1,4,40001,0,1,1,0
2,1,1,0,1,8477,0,1,4,40001,0,0,1,0
3,1,2,1,1,2212,0,3,2,40001,0,1,1,0
2,1,2,1,1,2615,1,1,2,40001,1,1,1,0
3,1,3,0,1,3572,0,1,2,40001,0,1,0,0
4,1,4,1,1,8052,1,1,3,40001,1,1,1,0
4,1,4,1,1,5364,1,1,4,40001,1,1,0,0
4,1,4,0,1,8398,0,1,3,40001,0,0,1,0
2,4,2,0,1,3699,0,1,2,40001,0,0,0,0
4,1,4,1,1,15277,1,1,4,40001,0,1,1,0
2,1,2,0,1,3700,0,2,5,40001,0,1,1,0
3,3,2,1,1,2440,0,2,3,40001,0,1,0,0
2,3,2,0,1,664,0,3,2,40001,0,0,0,0
3,4,2,1,1,35102,1,3,5,40001,0,1,0,0
1,4,1,0,1,11591,0,2,5,40001,0,0,0,0
4,1,4,1,1,11684,1,1,5,40001,0,1,1,0
4,1,2,1,1,4218,0,1,2,40001,0,0,1,0
1,1,1,1,1,27833,0,2,3,40001,0,0,0,0
1,4,3,0,1,1823,0,2,5,40001,0,0,1,0
2,1,4,1,1,2338,1,2,3,40001,0,0,1,0
3,1,4,1,1,9315,1,2,4,40001,0,0,0,0
1,4,3,0,1,1567,0,1,2,40001,1,1,1,0
3,2,2,0,1,9342,0,1,3,40001,0,0,1,0
1,1,4,1,1,4428,0,1,4,40001,0,1,0,0
4,1,4,0,1,30734,0,2,5,40001,0,0,0,0
2,1,2,0,1,14068,0,2,4,40001,0,0,0,0
1,1,2,1,1,7787,0,1,3,40001,0,1,0,0
3,1,4,1,1,8307,0,1,3,40001,0,1,1,0
2,4,1,0,1,4919,0,1,4,40001,0,0,1,0
2,1,4,1,1,18008,1,2,4,40001,0,1,1,0
4,3,4,1,1,20422,0,1,5,40001,0,1,1,0
3,1,4,1,1,4378,1,2,3,40001,0,1,0,0
2,1,2,1,1,2339,0,3,4,40001,0,0,1,0
3,1,2,1,1,1708,0,2,3,40001,0,0,1,0
1,4,4,1,1,5689,0,1,2,40001,0,1,0,0
2,2,3,0,1,3048,0,1,2,40001,0,0,1,0
2,1,1,1,1,1826,1,1,3,40001,0,1,1,0
3,1,4,1,1,4214,1,2,4,40001,0,1,0,0
2,1,4,1,1,13473,0,1,4,40001,0,0,1,0
3,1,3,1,1,4101,1,2,3,40001,0,1,0,0
3,1,3,1,1,13676,0,2,5,40001,1,1,0,0
2,4,2,0,1,29579,0,1,5,40001,0,0,1,0
3,3,2,1,1,6832,1,1,3,40001,0,1,1,0
4,3,1,1,1,27609,1,1,5,40001,0,0,0,0
2,1,2,1,1,1172,0,2,4,40001,0,1,1,0
1,2,2,1,1,2855,1,1,2,40001,0,1,1,0
1,1,1,0,1,1245,0,2,2,40001,0,1,0,0
4,1,4,1,1,3475,1,2,4,40001,0,0,1,0
4,2,4,1,1,5750,0,1,4,40001,0,0,1,0
2,1,2,1,1,360,1,3,2,40001,1,1,1,0
4,4,1,0,1,7852,0,2,5,40001,0,0,1,0
4,1,4,0,1,16321,0,1,4,40001,0,0,1,0
2,4,2,1,1,6369,1,3,5,40001,0,0,1,0
3,1,3,0,1,3782,0,1,2,40001,0,0,0,0
4,2,1,1,1,9430,0,1,2,40001,0,0,1,0
3,1,4,1,1,10460,1,1,3,40001,0,0,0,0
3,1,4,0,1,4706,0,2,2,40001,0,0,1,0
2,1,1,0,1,4001,0,2,2,40001,0,0,1,0
3,4,2,0,1,6928,0,3,5,40001,0,1,1,0
4,1,4,1,1,2701,0,2,4,40001,0,1,0,0
2,1,1,1,1,3766,1,1,2,40001,1,1,1,0
4,1,4,1,1,3979,1,1,2,40001,0,1,1,0
3,1,2,1,1,2376,0,1,2,40001,0,0,1,0
3,1,4,1,1,30280,0,1,5,40001,0,1,1,0
1,1,4,0,1,8035,0,1,4,40001,0,0,1,0
2,1,4,0,1,1955,0,1,2,40001,0,1,0,0
2,4,4,0,1,8940,0,2,5,40001,0,0,0,0
4,4,4,1,1,7160,0,2,5,40001,0,0,1,0
3,4,2,1,1,13329,1,1,5,40001,0,0,0,0
1,1,2,0,1,4496,0,2,4,40001,1,1,0,0
1,2,1,1,1,272,0,3,4,40001,0,1,1,0
4,1,4,0,1,7027,0,1,5,40001,0,0,1,0
3,1,1,1,1,1629,0,3,2,40001,0,1,0,0
3,4,2,0,1,1846,0,2,2,40001,0,0,1,0
3,1,2,1,1,2929,1,2,4,40001,0,0,1,0
1,4,1,1,1,2828,1,2,3,40001,0,1,0,0
2,2,1,1,1,3092,1,2,2,40001,0,1,1,0
4,4,1,1,1,3093,0,1,2,40001,0,0,0,0
4,1,4,1,1,3466,0,2,4,40001,0,0,0,0
3,1,4,1,1,8679,0,1,3,40001,1,1,0,0
1,4,3,0,1,2933,0,2,2,40001,0,0,0,0
3,4,2,1,1,8043,0,2,4,40001,0,1,1,0
2,4,1,1,1,7063,1,1,2,40001,0,1,1,0
3,1,4,0,1,2033,0,2,3,40001,0,1,1,0
3,2,3,0,1,10642,0,2,4,40001,0,0,1,0
3,2,1,1,1,2382,1,2,2,40001,0,1,0,0
3,2,4,0,1,1262,0,2,4,40001,0,0,1,0
4,4,4,0,1,13157,0,1,3,40001,0,0,1,0
1,1,2,0,1,18373,0,1,4,40001,0,0,0,0
4,1,4,1,1,14474,1,1,3,40001,0,1,0,0
1,1,2,0,1,14858,0,2,4,40001,0,0,1,0
1,4,2,0,1,4197,0,1,2,40001,0,1,0,0
2,2,4,0,1,3067,0,2,2,40001,0,0,0,0
2,1,2,0,1,2685,0,2,3,40001,0,0,0,0
3,3,2,0,1,804,0,2,2,40001,0,0,1,0
4,2,4,1,1,10730,1,2,5,40001,0,0,1,0
3,2,2,1,1,1933,0,3,2,40001,1,1,1,0
1,1,2,1,1,1365,1,2,2,40001,0,1,0,0
3,2,1,0,1,5985,0,3,4,40001,0,0,1,0
2,3,1,0,1,4156,0,1,2,40001,1,1,0,0
4,3,2,1,1,16445,0,1,4,40001,0,0,0,0
3,1,2,1,1,2411,1,2,4,40001,0,1,1,0
2,4,4,0,1,10080,0,2,5,40001,0,0,1,0
1,2,4,1,1,9615,1,2,5,40001,0,0,0,0
4,4,3,0,1,558,0,2,2,40001,0,0,1,0
3,3,2,0,1,1602,0,2,3,40001,0,0,1,0
4,1,4,1,1,2684,1,3,4,40001,1,1,0,0
3,1,4,1,1,11963,0,1,4,40001,0,1,0,0
3,1,4,0,1,5979,0,3,4,40001,1,1,0,0
3,1,3,1,1,6008,0,2,4,40001,0,1,1,0
3,1,4,1,1,3001,1,2,2,40001,1,1,0,0
2,1,1,1,1,2291,1,1,2,40001,1,1,0,0
2,1,2,0,1,3470,0,1,2,40001,0,0,0,0
4,3,2,0,1,5131,0,1,3,40001,0,0,1,0
2,1,4,1,1,8780,1,1,4,40001,0,1,0,0
3,1,4,1,1,1769,0,2,3,40001,0,0,1,0
3,2,1,1,1,8823,0,1,3,40001,0,0,0,0
1,1,2,1,1,8296,1,3,5,40001,1,1,0,0
4,2,4,0,1,4432,0,2,5,40001,0,0,0,0
3,3,1,1,1,1827,1,2,4,40001,0,1,1,0
4,1,4,1,1,1733,1,3,4,40001,0,0,0,0
3,1,4,1,1,5207,0,3,5,40001,0,1,1,0
3,1,2,0,1,4149,0,1,2,40001,0,0,1,0
4,1,4,1,1,5495,0,1,3,40001,0,0,0,0
1,4,2,0,1,1565,0,2,2,40001,0,0,0,0
1,4,4,0,1,3690,0,2,5,40001,0,0,1,0
1,4,1,1,1,1364,0,2,2,40001,0,0,0,0
3,4,4,1,1,1035,0,2,5,40001,0,1,0,0
2,2,4,1,1,2380,1,1,4,40001,0,1,1,0
3,3,3,0,1,569,0,2,2,40001,0,0,1,0
1,4,2,0,1,5143,0,2,5,40001,0,0,1,0
4,4,2,1,1,3474,0,1,2,40001,0,1,0,0
3,1,1,1,1,5118,1,1,2,40001,0,1,1,0
2,1,4,1,1,8578,0,2,3,40001,0,0,0,0
4,1,1,1,1,1162,0,3,2,40001,0,0,1,0
4,1,4,1,1,15745,1,1,4,40001,0,1,1,0
3,4,2,1,1,1536,0,2,4,40001,0,1,1,0
4,1,4,1,1,11628,0,1,5,40001,0,1,0,0
2,4,4,1,1,1785,1,2,3,40001,0,1,1,0
2,4,2,0,1,3149,0,2,2,40001,1,1,1,0
4,1,1,1,1,6102,0,1,2,40001,1,1,0,0
4,4,4,1,1,30207,0,1,5,40001,1,1,0,0
1,4,2,0,1,1398,0,3,4,40001,0,1,0,0
2,1,4,1,1,17266,0,1,4,40001,0,1,1,0
4,1,4,1,1,5737,0,2,3,40001,0,0,0,0
3,1,2,0,1,1508,0,2,2,40001,0,1,1,0
3,1,1,1,1,1203,1,3,2,40001,0,0,0,0
4,2,1,1,1,17875,1,1,5,40001,0,1,1,0
1,1,2,0,1,1280,0,3,3,40001,0,0,1,0
3,2,4,1,1,12159,1,1,2,40001,0,0,1,0
2,1,2,0,1,9318,0,1,4,40001,0,1,1,0
3,1,2,0,1,7114,0,2,5,40001,0,0,1,0
4,1,4,1,1,26694,1,1,5,40001,0,1,1,0
2,4,1,0,1,6351,0,3,5,40001,0,0,0,0
1,4,1,0,1,7593,0,2,4,40001,0,0,1,0
1,3,4,1,1,1803,1,3,4,40001,0,1,0,0
3,3,1,0,1,738,0,3,2,40001,0,0,1,0
3,3,2,1,1,1669,1,1,2,40001,0,1,1,0
4,4,4,1,1,20002,0,1,5,40001,0,0,1,0
4,1,2,1,1,9976,1,1,3,40001,0,1,0,0
2,2,4,1,1,2214,0,1,2,40001,1,1,0,0
2,4,2,0,1,12446,0,1,4,40001,0,0,0,0
2,3,2,1,1,464,1,2,2,40001,1,1,1,0
3,4,1,1,1,1589,1,1,3,40001,0,1,0,0
3,2,1,1,1,1120,1,2,2,40001,1,1,0,0
2,1,3,1,1,925,1,2,2,40001,0,0,0,0
3,2,4,0,1,2816,0,2,2,40001,0,0,1,0
1,4,1,0,1,8291,0,2,5,40001,0,0,1,0
4,1,4,1,1,5297,0,1,3,40001,0,1,1,0
3,1,4,1,1,8361,0,2,3,40001,0,0,1,0
2,4,3,0,1,8512,0,2,4,40001,0,1,1,0
3,1,4,0,1,13960,0,2,5,40001,0,1,1,0
2,3,3,1,1,1647,1,2,4,40001,0,1,0,0
2,4,4,0,1,12535,0,2,5,40001,0,0,1,0
3,1,2,0,1,8366,0,1,3,40001,0,0,0,0
3,1,4,0,1,10533,0,1,3,40001,0,0,0,0
3,1,3,1,1,9428,0,2,4,40001,0,0,1,0
4,4,2,0,1,6462,0,2,5,40001,0,1,1,0
4,1,4,0,1,2229,0,1,2,40001,0,0,1,0
3,4,3,1,1,9288,0,2,4,40001,0,1,0,0
3,1,4,1,1,1493,1,3,2,40001,1,1,0,0
2,1,2,0,1,1326,0,1,3,40001,0,0,0,0
3,1,4,1,1,5700,0,2,4,40001,0,1,0,0
3,4,1,1,1,7551,0,2,3,40001,1,1,1,0
4,4,2,1,1,6463,0,2,5,40001,0,0,1,0
4,2,3,1,1,12071,0,1,5,40001,0,1,1,0
4,4,1,0,1,21095,0,3,5,40001,0,1,0,0
2,4,2,0,1,1470,0,2,2,40001,0,0,1,0
4,1,4,1,1,10609,0,1,4,40001,0,1,0,0
3,1,2,1,1,1834,0,2,4,40001,0,0,1,0
1,4,3,1,1,10857,1,2,3,40001,0,0,0,0
3,1,2,0,1,6487,0,1,3,40001,0,0,1,0
2,4,3,0,1,8640,0,1,5,40001,0,0,1,0
2,2,3,1,1,13024,0,1,4,40001,1,1,0,0
2,2,1,0,1,5478,0,1,4,40001,0,1,1,0
4,1,4,1,1,1454,0,2,5,40001,0,1,1,0
3,1,4,1,1,4810,1,3,4,40001,0,1,0,0
2,1,4,0,1,1801,0,3,2,40001,0,0,0,0
1,1,2,1,1,1883,0,1,3,40001,0,0,0,0
1,2,3,1,1,1749,0,2,2,40001,0,0,0,0
2,4,2,0,1,11892,0,2,5,40001,1,1,0,0
3,4,2,0,1,2488,0,2,2,40001,0,0,0,0
1,4,2,0,1,2721,0,1,3,40001,0,1,0,0
2,1,2,1,1,2132,1,3,3,40001,0,0,1,0
2,1,3,0,1,2840,0,3,4,40001,0,0,1,0
3,4,4,0,1,1397,0,3,2,40001,0,0,0,0
4,1,4,1,1,7933,1,1,3,40001,1,1,1,0
1,4,2,0,1,4561,0,1,2,40001,0,0,1,0
3,1,3,1,1,665,0,1,2,40001,0,1,0,0
2,3,4,0,1,1853,0,2,2,40001,0,0,1,0
2,1,3,0,1,3667,0,2,4,40001,0,0,0,0
4,3,2,1,1,5757,0,1,3,40001,1,1,0,0
3,1,4,1,1,19336,0,2,5,40001,0,0,0,0
4,1,2,0,1,6661,0,1,4,40001,0,0,1,0
3,1,4,1,1,4016,0,2,4,40001,0,1,1,0
3,4,2,0,1,17659,0,1,5,40001,0,0,0,0
3,1,4,1,1,1625,1,1,2,40001,0,1,0,0
3,1,2,0,1,7952,0,1,5,40001,0,0,1,0
1,3,1,0,1,1030,0,2,4,40001,0,0,0,0
4,2,1,1,1,1689,0,2,5,40001,0,1,0,0
3,2,2,1,1,2951,1,1,2,40001,1,1,0,0
2,1,1,0,1,2383,0,2,4,40001,0,0,1,0
1,1,4,0,1,11589,0,2,4,40001,0,0,1,0
3,1,4,1,1,7064,0,1,4,40001,0,1,1,0
4,1,4,1,1,3334,1,1,4,40001,0,1,0,0
2,4,2,0,1,4557,0,3,5,40001,0,0,1,0
2,4,2,0,1,13335,0,2,5,40001,0,0,1,0
2,3,1,1,1,2057,1,2,3,40001,1,1,0,0
3,2,4,0,1,4684,0,2,2,40001,0,0,1,0
4,2,4,1,1,8152,0,3,5,40001,0,0,1,0
4,1,3,1,1,10936,0,1,2,40001,0,1,0,0
4,1,4,1,1,7664,0,1,3,40001,0,1,1,0
4,1,4,0,1,7803,0,1,4,40001,0,1,1,0
2,1,2,1,1,11308,1,1,3,40001,0,1,0,0
4,1,4,1,1,2082,1,2,3,40001,1,1,0,0
2,1,4,1,1,8090,1,2,3,40001,0,1,0,0
1,1,2,0,1,791,0,1,4,40001,0,0,1,0
1,1,2,0,1,5287,0,2,5,40001,0,1,1,0
2,1,4,1,1,11424,1,1,3,40001,0,1,0,0
1,1,4,1,1,32179,0,3,5,40001,0,1,0,0
3,1,3,1,1,2498,1,3,4,40001,0,0,0,0
2,3,1,1,1,2188,1,1,2,40001,1,1,1,0
3,1,4,1,1,5206,1,2,4,40001,0,0,0,0
1,1,4,0,1,3011,0,1,2,40001,0,0,1,0
2,4,2,1,1,5371,1,1,4,40001,0,0,0,0
3,1,2,1,1,2821,0,3,4,40001,0,0,0,0
2,4,4,0,1,7278,0,2,2,40001,0,0,0,0
2,1,2,1,1,16320,1,1,4,40001,1,1,0,0
4,3,3,1,1,16375,0,2,5,40001,0,1,0,0
3,1,2,0,1,2788,0,2,2,40001,0,0,0,0
3,3,4,1,1,4648,0,2,2,40001,0,1,1,0
3,2,1,0,1,2518,0,3,2,40001,0,0,1,0
3,1,3,1,1,4099,1,2,3,40001,0,0,1,0
2,1,1,0,1,464,0,3,2,40001,0,0,0,0
1,1,2,1,1,3013,0,1,4,40001,0,0,0,0
3,2,2,0,1,3495,0,2,2,40001,0,1,0,0
2,1,2,0,1,7497,0,1,3,40001,1,1,0,0
1,4,1,0,1,1564,0,3,4,40001,0,0,0,0
4,1,4,1,1,9377,0,1,5,40001,0,1,1,0
3,1,3,1,1,2086,1,2,4,40001,0,1,0,0
3,1,2,1,1,1366,1,2,2,40001,0,1,0,0
3,1,2,1,1,545,1,1,2,40001,0,1,1,0
3,1,4,1,1,7778,0,3,5,40001,0,1,0,0
4,2,1,0,1,1820,0,1,2,40001,0,0,1,0
3,1,4,0,1,4909,0,2,5,40001,0,0,0,0
4,3,1,1,1,706,0,2,2,40001,0,1,0,0
4,2,4,1,1,6110,1,1,2,40001,1,1,0,0
4,2,2,1,1,4448,0,2,4,40001,0,0,1,0
2,1,2,0,1,4656,0,2,2,40001,0,1,0,0
4,1,3,1,1,14056,0,2,5,40001,1,1,0,0
3,1,4,1,1,3933,0,2,4,40001,0,0,0,0
1,4,2,0,1,1381,0,2,5,40001,0,0,0,0
3,2,4,1,1,5321,0,2,5,40001,0,1,1,0
3,1,3,1,1,2319,1,2,4,40001,0,1,0,0
3,4,2,0,1,1109,0,2,2,40001,0,1,0,0
3,1,4,0,1,19659,0,1,5,40001,0,1,0,0
3,1,2,0,1,4905,0,2,4,40001,0,0,0,0
